COSMIC_ID,CELL_LINE_NAME,DRUG_NAME,PUTATIVE_TARGET,PATHWAY_NAME,LN_IC50,AUC
910852,CAL-85-1,Uprosertib,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,4.646921,0.967383
910927,CAL-51,Uprosertib,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,2.672314,0.887852
910948,MFM-223,Uprosertib,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,0.4803429999999999,0.668138
924106,CAL-148,Uprosertib,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,-2.1574359999999997,0.3727399999999999
924240,MDA-MB-415,Uprosertib,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,0.089209,0.662477
925338,MDA-MB-157,Uprosertib,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,4.218611,0.960773
946359,BT-474,Uprosertib,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,1.944327,0.8040069999999999
946382,CAMA-1,Uprosertib,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,0.455237,0.701758
949093,BT-483,Uprosertib,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,3.837819,0.858683
1240172,MDA-MB-436,Uprosertib,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,4.114462,0.939824
1290798,EFM-192A,Uprosertib,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,2.696879,0.886276
1290905,HCC1428,Uprosertib,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,5.861192,0.962778
1290922,HDQ-P1,Uprosertib,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,2.824796,0.8901859999999999
1298157,JIMT-1,Uprosertib,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,4.542663999999999,0.973777
1303900,HCC1500,Uprosertib,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,4.819736,0.981632
1303911,YMB-1-E,Uprosertib,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,-0.262909,0.6061799999999999
1330941,MDA-MB-330,Uprosertib,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,0.8215469999999999,0.714023
749709,HCC1954,Lapatinib,"EGFR, ERBB2",EGFR signaling,1.747664,0.8395199999999999
749710,HCC1143,Lapatinib,"EGFR, ERBB2",EGFR signaling,2.022783,0.8267589999999999
749711,HCC1187,Lapatinib,"EGFR, ERBB2",EGFR signaling,5.226374,0.987125
749712,HCC1395,Lapatinib,"EGFR, ERBB2",EGFR signaling,2.143923,0.8462489999999999
749713,HCC1599,Lapatinib,"EGFR, ERBB2",EGFR signaling,2.611641,0.8648049999999999
749714,HCC1937,Lapatinib,"EGFR, ERBB2",EGFR signaling,2.6167529999999997,0.864301
749715,HCC2157,Lapatinib,"EGFR, ERBB2",EGFR signaling,-0.1472109999999999,0.636413
749716,HCC2218,Lapatinib,"EGFR, ERBB2",EGFR signaling,-0.981989,0.524158
749717,HCC38,Lapatinib,"EGFR, ERBB2",EGFR signaling,3.040377,0.8943949999999999
905945,T47D,Lapatinib,"EGFR, ERBB2",EGFR signaling,2.986515,0.908496
905946,MCF7,Lapatinib,"EGFR, ERBB2",EGFR signaling,2.342656,0.8436849999999999
905951,BT-549,Lapatinib,"EGFR, ERBB2",EGFR signaling,3.193742,0.8885369999999999
905957,Hs-578-T,Lapatinib,"EGFR, ERBB2",EGFR signaling,2.656292,0.8769399999999999
905960,MDA-MB-231,Lapatinib,"EGFR, ERBB2",EGFR signaling,2.651658,0.8954169999999999
906801,BT-20,Lapatinib,"EGFR, ERBB2",EGFR signaling,2.1836249999999997,0.8870819999999999
906812,COLO-824,Lapatinib,"EGFR, ERBB2",EGFR signaling,1.77025,0.8241419999999999
906826,CAL-120,Lapatinib,"EGFR, ERBB2",EGFR signaling,7.068270999999999,0.966795
906844,DU-4475,Lapatinib,"EGFR, ERBB2",EGFR signaling,1.078824,0.8017099999999999
906851,EFM-19,Lapatinib,"EGFR, ERBB2",EGFR signaling,4.10131,0.942785
906862,EVSA-T,Lapatinib,"EGFR, ERBB2",EGFR signaling,1.7424849999999998,0.8547039999999999
907045,HCC1419,Lapatinib,"EGFR, ERBB2",EGFR signaling,1.238208,0.790376
907046,HCC1569,Lapatinib,"EGFR, ERBB2",EGFR signaling,1.993195,0.843633
907048,HCC70,Lapatinib,"EGFR, ERBB2",EGFR signaling,2.994229,0.924969
908120,MDA-MB-175-VII,Lapatinib,"EGFR, ERBB2",EGFR signaling,-1.780921,0.441932
908121,MDA-MB-361,Lapatinib,"EGFR, ERBB2",EGFR signaling,2.610317,0.901645
908122,MDA-MB-453,Lapatinib,"EGFR, ERBB2",EGFR signaling,1.196103,0.7719389999999999
908123,MDA-MB-468,Lapatinib,"EGFR, ERBB2",EGFR signaling,1.309193,0.781115
908151,MRK-nu-1,Lapatinib,"EGFR, ERBB2",EGFR signaling,4.0804339999999995,0.981887
909256,OCUB-M,Lapatinib,"EGFR, ERBB2",EGFR signaling,0.866321,0.756138
909778,UACC-893,Lapatinib,"EGFR, ERBB2",EGFR signaling,-0.6336189999999999,0.565199
909907,ZR-75-30,Lapatinib,"EGFR, ERBB2",EGFR signaling,-0.1291749999999999,0.606089
910704,AU565,Lapatinib,"EGFR, ERBB2",EGFR signaling,-0.866544,0.538261
910852,CAL-85-1,Lapatinib,"EGFR, ERBB2",EGFR signaling,3.01822,0.908667
910910,UACC-812,Lapatinib,"EGFR, ERBB2",EGFR signaling,1.018219,0.737791
910927,CAL-51,Lapatinib,"EGFR, ERBB2",EGFR signaling,2.4531229999999997,0.873698
910948,MFM-223,Lapatinib,"EGFR, ERBB2",EGFR signaling,3.758138,0.901724
924106,CAL-148,Lapatinib,"EGFR, ERBB2",EGFR signaling,4.353318,0.972048
924240,MDA-MB-415,Lapatinib,"EGFR, ERBB2",EGFR signaling,2.367683,0.893857
925338,MDA-MB-157,Lapatinib,"EGFR, ERBB2",EGFR signaling,4.028263,0.955324
946359,BT-474,Lapatinib,"EGFR, ERBB2",EGFR signaling,0.1076599999999999,0.6364609999999999
946382,CAMA-1,Lapatinib,"EGFR, ERBB2",EGFR signaling,4.035816,0.962761
949093,BT-483,Lapatinib,"EGFR, ERBB2",EGFR signaling,5.070576,0.906837
1240172,MDA-MB-436,Lapatinib,"EGFR, ERBB2",EGFR signaling,4.758232,0.958414
1290798,EFM-192A,Lapatinib,"EGFR, ERBB2",EGFR signaling,0.6501509999999999,0.7112609999999999
1290905,HCC1428,Lapatinib,"EGFR, ERBB2",EGFR signaling,3.692818,0.897087
1290922,HDQ-P1,Lapatinib,"EGFR, ERBB2",EGFR signaling,1.070396,0.7515769999999999
1298157,JIMT-1,Lapatinib,"EGFR, ERBB2",EGFR signaling,2.080666,0.861513
1303900,HCC1500,Lapatinib,"EGFR, ERBB2",EGFR signaling,4.555204,0.977263
1303911,YMB-1-E,Lapatinib,"EGFR, ERBB2",EGFR signaling,3.121431,0.907598
1330941,MDA-MB-330,Lapatinib,"EGFR, ERBB2",EGFR signaling,0.3478759999999999,0.666929
749709,HCC1954,Alpelisib,PI3Kalpha,PI3K/MTOR signaling,1.479433,0.830743
749710,HCC1143,Alpelisib,PI3Kalpha,PI3K/MTOR signaling,2.8298,0.891285
749711,HCC1187,Alpelisib,PI3Kalpha,PI3K/MTOR signaling,4.544423,0.979443
749712,HCC1395,Alpelisib,PI3Kalpha,PI3K/MTOR signaling,3.5524069999999996,0.934106
749713,HCC1599,Alpelisib,PI3Kalpha,PI3K/MTOR signaling,1.940255,0.8172159999999999
749714,HCC1937,Alpelisib,PI3Kalpha,PI3K/MTOR signaling,4.157038,0.943325
749715,HCC2157,Alpelisib,PI3Kalpha,PI3K/MTOR signaling,3.342288,0.97678
749716,HCC2218,Alpelisib,PI3Kalpha,PI3K/MTOR signaling,3.315512,0.949514
749717,HCC38,Alpelisib,PI3Kalpha,PI3K/MTOR signaling,4.197564,0.948467
905945,T47D,Alpelisib,PI3Kalpha,PI3K/MTOR signaling,1.613641,0.826587
905946,MCF7,Alpelisib,PI3Kalpha,PI3K/MTOR signaling,2.24994,0.85047
905951,BT-549,Alpelisib,PI3Kalpha,PI3K/MTOR signaling,4.2128000000000005,0.937979
905957,Hs-578-T,Alpelisib,PI3Kalpha,PI3K/MTOR signaling,2.423235,0.8736689999999999
905960,MDA-MB-231,Alpelisib,PI3Kalpha,PI3K/MTOR signaling,4.405813,0.969903
906801,BT-20,Alpelisib,PI3Kalpha,PI3K/MTOR signaling,1.093168,0.8037299999999999
906812,COLO-824,Alpelisib,PI3Kalpha,PI3K/MTOR signaling,2.604328,0.8957529999999999
906826,CAL-120,Alpelisib,PI3Kalpha,PI3K/MTOR signaling,6.339822,0.958237
906844,DU-4475,Alpelisib,PI3Kalpha,PI3K/MTOR signaling,3.845277,0.986311
906851,EFM-19,Alpelisib,PI3Kalpha,PI3K/MTOR signaling,1.189664,0.7784829999999999
906862,EVSA-T,Alpelisib,PI3Kalpha,PI3K/MTOR signaling,3.44625,0.963975
907045,HCC1419,Alpelisib,PI3Kalpha,PI3K/MTOR signaling,4.202484,0.972295
907046,HCC1569,Alpelisib,PI3Kalpha,PI3K/MTOR signaling,2.02115,0.8589249999999999
907048,HCC70,Alpelisib,PI3Kalpha,PI3K/MTOR signaling,3.321115,0.945481
908120,MDA-MB-175-VII,Alpelisib,PI3Kalpha,PI3K/MTOR signaling,1.863429,0.7789149999999999
908121,MDA-MB-361,Alpelisib,PI3Kalpha,PI3K/MTOR signaling,-0.0365749999999999,0.673362
908122,MDA-MB-453,Alpelisib,PI3Kalpha,PI3K/MTOR signaling,0.357054,0.709023
908123,MDA-MB-468,Alpelisib,PI3Kalpha,PI3K/MTOR signaling,4.445925,0.965843
908151,MRK-nu-1,Alpelisib,PI3Kalpha,PI3K/MTOR signaling,4.415639,0.988273
909256,OCUB-M,Alpelisib,PI3Kalpha,PI3K/MTOR signaling,0.144173,0.698213
909778,UACC-893,Alpelisib,PI3Kalpha,PI3K/MTOR signaling,0.354713,0.68224
909907,ZR-75-30,Alpelisib,PI3Kalpha,PI3K/MTOR signaling,2.927469,0.866861
910704,AU565,Alpelisib,PI3Kalpha,PI3K/MTOR signaling,2.140057,0.880023
910852,CAL-85-1,Alpelisib,PI3Kalpha,PI3K/MTOR signaling,3.116063,0.921101
910910,UACC-812,Alpelisib,PI3Kalpha,PI3K/MTOR signaling,2.532909,0.900847
910927,CAL-51,Alpelisib,PI3Kalpha,PI3K/MTOR signaling,3.2501849999999997,0.926324
910948,MFM-223,Alpelisib,PI3Kalpha,PI3K/MTOR signaling,2.986898,0.873929
924106,CAL-148,Alpelisib,PI3Kalpha,PI3K/MTOR signaling,1.017403,0.7860779999999999
924240,MDA-MB-415,Alpelisib,PI3Kalpha,PI3K/MTOR signaling,4.110933999999999,0.973841
925338,MDA-MB-157,Alpelisib,PI3Kalpha,PI3K/MTOR signaling,4.301407,0.966136
946359,BT-474,Alpelisib,PI3Kalpha,PI3K/MTOR signaling,1.738243,0.804704
946382,CAMA-1,Alpelisib,PI3Kalpha,PI3K/MTOR signaling,4.311051,0.97234
949093,BT-483,Alpelisib,PI3Kalpha,PI3K/MTOR signaling,3.835282,0.868602
1240172,MDA-MB-436,Alpelisib,PI3Kalpha,PI3K/MTOR signaling,4.789746,0.962599
1290798,EFM-192A,Alpelisib,PI3Kalpha,PI3K/MTOR signaling,2.254577,0.86881
1290905,HCC1428,Alpelisib,PI3Kalpha,PI3K/MTOR signaling,7.527219,0.985267
1290922,HDQ-P1,Alpelisib,PI3Kalpha,PI3K/MTOR signaling,2.837455,0.900111
1298157,JIMT-1,Alpelisib,PI3Kalpha,PI3K/MTOR signaling,3.083572,0.931784
1303900,HCC1500,Alpelisib,PI3Kalpha,PI3K/MTOR signaling,5.069138,0.986317
1303911,YMB-1-E,Alpelisib,PI3Kalpha,PI3K/MTOR signaling,3.828843,0.938725
1330941,MDA-MB-330,Alpelisib,PI3Kalpha,PI3K/MTOR signaling,-0.020579,0.65642
749709,HCC1954,Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,-1.266485,0.5408229999999999
749710,HCC1143,Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,1.736929,0.8249000000000001
749711,HCC1187,Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,3.117261,0.940495
749712,HCC1395,Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,2.067386,0.85383
749713,HCC1599,Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,1.455252,0.776941
749714,HCC1937,Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,2.199183,0.853409
749715,HCC2157,Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,0.043633,0.699244
749716,HCC2218,Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,2.47286,0.905041
749717,HCC38,Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,3.678305,0.932939
905945,T47D,Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,-0.055352,0.6736989999999999
905946,MCF7,Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,1.2441,0.780859
905951,BT-549,Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,2.6838,0.8742449999999999
905957,Hs-578-T,Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,1.258988,0.7924279999999999
905960,MDA-MB-231,Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,3.057493,0.927447
906801,BT-20,Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,-1.130199,0.5583159999999999
906812,COLO-824,Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,1.5012029999999998,0.82229
906826,CAL-120,Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,3.062105,0.854537
906844,DU-4475,Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,3.466323,0.979287
906851,EFM-19,Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,0.435502,0.7157779999999999
906862,EVSA-T,Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,0.484697,0.748958
907045,HCC1419,Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,3.2329529999999997,0.944293
907046,HCC1569,Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,0.419508,0.723671
907048,HCC70,Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,1.4097419999999998,0.8282879999999999
908120,MDA-MB-175-VII,Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,-0.391439,0.6000789999999999
908121,MDA-MB-361,Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,-2.6279109999999997,0.380347
908122,MDA-MB-453,Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,-2.3478969999999997,0.4158469999999999
908123,MDA-MB-468,Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,2.219297,0.873741
908151,MRK-nu-1,Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,2.405775,0.924638
909256,OCUB-M,Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,-2.413569,0.4032779999999999
909778,UACC-893,Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,-2.455254,0.34362
909907,ZR-75-30,Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,1.825351,0.803468
910704,AU565,Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,1.676281,0.8490519999999999
910852,CAL-85-1,Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,0.936408,0.771929
910910,UACC-812,Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,1.046366,0.761428
910927,CAL-51,Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,0.443192,0.7238819999999999
910948,MFM-223,Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,0.4817749999999999,0.700564
924106,CAL-148,Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,-1.7044709999999998,0.474923
924240,MDA-MB-415,Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,1.414598,0.83407
925338,MDA-MB-157,Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,3.830359,0.954648
946359,BT-474,Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,0.876618,0.7417119999999999
946382,CAMA-1,Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,2.295293,0.892569
949093,BT-483,Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,3.3261209999999997,0.845376
1240172,MDA-MB-436,Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,2.958274,0.9005029999999999
1290798,EFM-192A,Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,0.753301,0.752014
1290905,HCC1428,Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,6.362009,0.974041
1290922,HDQ-P1,Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,-0.097109,0.6650579999999999
1298157,JIMT-1,Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,0.4433439999999999,0.732521
1303900,HCC1500,Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,4.151807,0.97223
1303911,YMB-1-E,Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,1.142706,0.759026
1330941,MDA-MB-330,Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,-1.31345,0.531492
749709,HCC1954,CZC24832,PI3Kgamma,PI3K/MTOR signaling,5.378024,0.98843
749710,HCC1143,CZC24832,PI3Kgamma,PI3K/MTOR signaling,6.07407,0.98127
749711,HCC1187,CZC24832,PI3Kgamma,PI3K/MTOR signaling,5.372303,0.988558
749713,HCC1599,CZC24832,PI3Kgamma,PI3K/MTOR signaling,6.084851,0.979963
749714,HCC1937,CZC24832,PI3Kgamma,PI3K/MTOR signaling,4.567381,0.9506
749715,HCC2157,CZC24832,PI3Kgamma,PI3K/MTOR signaling,3.5927909999999996,0.965239
749716,HCC2218,CZC24832,PI3Kgamma,PI3K/MTOR signaling,5.202946,0.990058
749717,HCC38,CZC24832,PI3Kgamma,PI3K/MTOR signaling,6.150258,0.982578
905945,T47D,CZC24832,PI3Kgamma,PI3K/MTOR signaling,4.90416,0.973405
905946,MCF7,CZC24832,PI3Kgamma,PI3K/MTOR signaling,6.073415,0.978344
905951,BT-549,CZC24832,PI3Kgamma,PI3K/MTOR signaling,4.7232959999999995,0.948026
905957,Hs-578-T,CZC24832,PI3Kgamma,PI3K/MTOR signaling,4.064585,0.943566
905960,MDA-MB-231,CZC24832,PI3Kgamma,PI3K/MTOR signaling,5.534147,0.985522
906801,BT-20,CZC24832,PI3Kgamma,PI3K/MTOR signaling,3.1393899999999997,0.944151
906812,COLO-824,CZC24832,PI3Kgamma,PI3K/MTOR signaling,5.361524999999999,0.980637
906826,CAL-120,CZC24832,PI3Kgamma,PI3K/MTOR signaling,7.394953999999999,0.971058
906844,DU-4475,CZC24832,PI3Kgamma,PI3K/MTOR signaling,3.393826,0.974517
906851,EFM-19,CZC24832,PI3Kgamma,PI3K/MTOR signaling,5.942022,0.981358
906862,EVSA-T,CZC24832,PI3Kgamma,PI3K/MTOR signaling,4.4106000000000005,0.983656
907045,HCC1419,CZC24832,PI3Kgamma,PI3K/MTOR signaling,5.097646,0.98514
907046,HCC1569,CZC24832,PI3Kgamma,PI3K/MTOR signaling,5.329946,0.98078
907048,HCC70,CZC24832,PI3Kgamma,PI3K/MTOR signaling,4.489106,0.97521
908121,MDA-MB-361,CZC24832,PI3Kgamma,PI3K/MTOR signaling,4.08468,0.964976
908122,MDA-MB-453,CZC24832,PI3Kgamma,PI3K/MTOR signaling,5.568014,0.983479
908123,MDA-MB-468,CZC24832,PI3Kgamma,PI3K/MTOR signaling,4.362004,0.960381
908151,MRK-nu-1,CZC24832,PI3Kgamma,PI3K/MTOR signaling,4.822182,0.991554
909256,OCUB-M,CZC24832,PI3Kgamma,PI3K/MTOR signaling,4.18589,0.973924
909778,UACC-893,CZC24832,PI3Kgamma,PI3K/MTOR signaling,5.719564999999999,0.984967
909907,ZR-75-30,CZC24832,PI3Kgamma,PI3K/MTOR signaling,6.097973,0.965445
910704,AU565,CZC24832,PI3Kgamma,PI3K/MTOR signaling,5.276339999999999,0.986135
910852,CAL-85-1,CZC24832,PI3Kgamma,PI3K/MTOR signaling,4.888401,0.972203
910927,CAL-51,CZC24832,PI3Kgamma,PI3K/MTOR signaling,5.203263,0.977107
910948,MFM-223,CZC24832,PI3Kgamma,PI3K/MTOR signaling,7.34638,0.98305
924240,MDA-MB-415,CZC24832,PI3Kgamma,PI3K/MTOR signaling,5.215388,0.988752
925338,MDA-MB-157,CZC24832,PI3Kgamma,PI3K/MTOR signaling,5.204059,0.980407
946359,BT-474,CZC24832,PI3Kgamma,PI3K/MTOR signaling,6.645756,0.98022
946382,CAMA-1,CZC24832,PI3Kgamma,PI3K/MTOR signaling,4.418463,0.971997
1240172,MDA-MB-436,CZC24832,PI3Kgamma,PI3K/MTOR signaling,5.840049,0.97819
1290798,EFM-192A,CZC24832,PI3Kgamma,PI3K/MTOR signaling,5.940814,0.98509
1290905,HCC1428,CZC24832,PI3Kgamma,PI3K/MTOR signaling,6.693578,0.975387
1290922,HDQ-P1,CZC24832,PI3Kgamma,PI3K/MTOR signaling,4.998036,0.969676
1298157,JIMT-1,CZC24832,PI3Kgamma,PI3K/MTOR signaling,4.008241,0.960803
1303900,HCC1500,CZC24832,PI3Kgamma,PI3K/MTOR signaling,4.799093,0.981258
1303911,YMB-1-E,CZC24832,PI3Kgamma,PI3K/MTOR signaling,4.378163,0.956263
1330941,MDA-MB-330,CZC24832,PI3Kgamma,PI3K/MTOR signaling,6.10271,0.978484
749709,HCC1954,GSK2110183B,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,0.294553,0.815994
749710,HCC1143,GSK2110183B,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,3.342962,0.953095
749711,HCC1187,GSK2110183B,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,2.864474,0.96701
749714,HCC1937,GSK2110183B,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,2.402212,0.916706
749715,HCC2157,GSK2110183B,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,-0.608848,0.7297739999999999
749717,HCC38,GSK2110183B,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,4.551947999999999,0.977747
905945,T47D,GSK2110183B,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,1.655092,0.901109
905946,MCF7,GSK2110183B,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,5.041093,0.980426
905951,BT-549,GSK2110183B,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,4.175965,0.956975
905957,Hs-578-T,GSK2110183B,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,1.281259,0.865868
905960,MDA-MB-231,GSK2110183B,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,4.284577,0.98502
906801,BT-20,GSK2110183B,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,0.377478,0.8346739999999999
906812,COLO-824,GSK2110183B,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,2.980358,0.956667
906826,CAL-120,GSK2110183B,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,5.585252,0.962487
906844,DU-4475,GSK2110183B,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,2.502822,0.98226
906851,EFM-19,GSK2110183B,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,1.5295759999999998,0.8790319999999999
906862,EVSA-T,GSK2110183B,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,-1.810829,0.495114
907045,HCC1419,GSK2110183B,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,2.3266359999999997,0.949245
907046,HCC1569,GSK2110183B,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,-0.067495,0.765844
907048,HCC70,GSK2110183B,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,1.138394,0.884936
908121,MDA-MB-361,GSK2110183B,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,0.8851559999999999,0.8645459999999999
908122,MDA-MB-453,GSK2110183B,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,-0.0530109999999999,0.766713
908123,MDA-MB-468,GSK2110183B,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,3.103979,0.958944
908151,MRK-nu-1,GSK2110183B,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,3.606047,0.991445
909256,OCUB-M,GSK2110183B,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,-1.22312,0.648285
909907,ZR-75-30,GSK2110183B,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,5.572226,0.975299
910704,AU565,GSK2110183B,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,1.999773,0.920451
910852,CAL-85-1,GSK2110183B,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,1.722816,0.90338
910927,CAL-51,GSK2110183B,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,2.020599,0.902621
910948,MFM-223,GSK2110183B,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,1.10935,0.8203969999999999
924240,MDA-MB-415,GSK2110183B,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,0.04962,0.796132
925338,MDA-MB-157,GSK2110183B,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,4.26622,0.983856
946359,BT-474,GSK2110183B,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,2.887902,0.924217
946382,CAMA-1,GSK2110183B,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,0.794732,0.855943
1240172,MDA-MB-436,GSK2110183B,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,4.957095,0.982095
1290798,EFM-192A,GSK2110183B,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,2.7628429999999997,0.945532
1290905,HCC1428,GSK2110183B,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,5.782382999999999,0.978789
1290922,HDQ-P1,GSK2110183B,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,4.214278,0.976881
1298157,JIMT-1,GSK2110183B,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,4.417021,0.986408
1303900,HCC1500,GSK2110183B,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,4.2405029999999995,0.988966
1330941,MDA-MB-330,GSK2110183B,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,1.5505829999999998,0.8695299999999999
749709,HCC1954,Buparlisib,"PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma",PI3K/MTOR signaling,0.673909,0.7288169999999999
749710,HCC1143,Buparlisib,"PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma",PI3K/MTOR signaling,0.570813,0.693462
749711,HCC1187,Buparlisib,"PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma",PI3K/MTOR signaling,1.715498,0.8365819999999999
749712,HCC1395,Buparlisib,"PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma",PI3K/MTOR signaling,0.469873,0.689332
749713,HCC1599,Buparlisib,"PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma",PI3K/MTOR signaling,0.783546,0.7129369999999999
749714,HCC1937,Buparlisib,"PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma",PI3K/MTOR signaling,2.207619,0.835985
749715,HCC2157,Buparlisib,"PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma",PI3K/MTOR signaling,-0.091796,0.642465
749716,HCC2218,Buparlisib,"PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma",PI3K/MTOR signaling,1.940699,0.8646079999999999
749717,HCC38,Buparlisib,"PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma",PI3K/MTOR signaling,2.112901,0.834098
905945,T47D,Buparlisib,"PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma",PI3K/MTOR signaling,0.29086,0.6739729999999999
