COSMIC_ID,CELL_LINE_NAME,DRUG_NAME,PUTATIVE_TARGET,PATHWAY_NAME,LN_IC50,AUC
907048,HCC70,Dactolisib,"PI3K (class 1), MTORC1, MTORC2",PI3K/MTOR signaling,-0.7977909999999999,0.919247
908120,MDA-MB-175-VII,Dactolisib,"PI3K (class 1), MTORC1, MTORC2",PI3K/MTOR signaling,-2.608301,0.7009139999999999
908121,MDA-MB-361,Dactolisib,"PI3K (class 1), MTORC1, MTORC2",PI3K/MTOR signaling,-2.00357,0.830554
908122,MDA-MB-453,Dactolisib,"PI3K (class 1), MTORC1, MTORC2",PI3K/MTOR signaling,-3.1393329999999997,0.703349
908123,MDA-MB-468,Dactolisib,"PI3K (class 1), MTORC1, MTORC2",PI3K/MTOR signaling,-2.320341,0.786028
908151,MRK-nu-1,Dactolisib,"PI3K (class 1), MTORC1, MTORC2",PI3K/MTOR signaling,-3.852431,0.635108
909256,OCUB-M,Dactolisib,"PI3K (class 1), MTORC1, MTORC2",PI3K/MTOR signaling,-3.5905099999999996,0.663144
909778,UACC-893,Dactolisib,"PI3K (class 1), MTORC1, MTORC2",PI3K/MTOR signaling,-2.406449,0.779179
909907,ZR-75-30,Dactolisib,"PI3K (class 1), MTORC1, MTORC2",PI3K/MTOR signaling,1.315304,0.941575
910704,AU565,Dactolisib,"PI3K (class 1), MTORC1, MTORC2",PI3K/MTOR signaling,-1.648246,0.8604769999999999
910852,CAL-85-1,Dactolisib,"PI3K (class 1), MTORC1, MTORC2",PI3K/MTOR signaling,-1.7310759999999998,0.8376049999999999
910910,UACC-812,Dactolisib,"PI3K (class 1), MTORC1, MTORC2",PI3K/MTOR signaling,-0.463752,0.9008
910927,CAL-51,Dactolisib,"PI3K (class 1), MTORC1, MTORC2",PI3K/MTOR signaling,-3.1305,0.7024239999999999
910948,MFM-223,Dactolisib,"PI3K (class 1), MTORC1, MTORC2",PI3K/MTOR signaling,-1.360262,0.8214469999999999
924106,CAL-148,Dactolisib,"PI3K (class 1), MTORC1, MTORC2",PI3K/MTOR signaling,-2.86615,0.744065
924240,MDA-MB-415,Dactolisib,"PI3K (class 1), MTORC1, MTORC2",PI3K/MTOR signaling,-3.601244,0.661145
925338,MDA-MB-157,Dactolisib,"PI3K (class 1), MTORC1, MTORC2",PI3K/MTOR signaling,-0.573323,0.918827
946359,BT-474,Dactolisib,"PI3K (class 1), MTORC1, MTORC2",PI3K/MTOR signaling,0.397707,0.92402
946382,CAMA-1,Dactolisib,"PI3K (class 1), MTORC1, MTORC2",PI3K/MTOR signaling,-2.627354,0.768257
949093,BT-483,Dactolisib,"PI3K (class 1), MTORC1, MTORC2",PI3K/MTOR signaling,1.317692,0.904463
1240172,MDA-MB-436,Dactolisib,"PI3K (class 1), MTORC1, MTORC2",PI3K/MTOR signaling,0.8938889999999999,0.953787
1290798,EFM-192A,Dactolisib,"PI3K (class 1), MTORC1, MTORC2",PI3K/MTOR signaling,-1.941404,0.816344
1290905,HCC1428,Dactolisib,"PI3K (class 1), MTORC1, MTORC2",PI3K/MTOR signaling,0.820315,0.928538
1290922,HDQ-P1,Dactolisib,"PI3K (class 1), MTORC1, MTORC2",PI3K/MTOR signaling,-2.356068,0.7759459999999999
1298157,JIMT-1,Dactolisib,"PI3K (class 1), MTORC1, MTORC2",PI3K/MTOR signaling,-2.1798599999999997,0.811689
1303900,HCC1500,Dactolisib,"PI3K (class 1), MTORC1, MTORC2",PI3K/MTOR signaling,0.14479,0.959851
1303911,YMB-1-E,Dactolisib,"PI3K (class 1), MTORC1, MTORC2",PI3K/MTOR signaling,-2.153205,0.795746
1330941,MDA-MB-330,Dactolisib,"PI3K (class 1), MTORC1, MTORC2",PI3K/MTOR signaling,-2.943213,0.7065279999999999
749709,HCC1954,Pictilisib,PI3K (class 1),PI3K/MTOR signaling,0.820936,0.775191
749710,HCC1143,Pictilisib,PI3K (class 1),PI3K/MTOR signaling,0.862055,0.753721
749711,HCC1187,Pictilisib,PI3K (class 1),PI3K/MTOR signaling,1.8699,0.8677469999999999
749712,HCC1395,Pictilisib,PI3K (class 1),PI3K/MTOR signaling,0.47006,0.724055
749713,HCC1599,Pictilisib,PI3K (class 1),PI3K/MTOR signaling,0.62828,0.784713
749714,HCC1937,Pictilisib,PI3K (class 1),PI3K/MTOR signaling,1.456199,0.8004789999999999
749715,HCC2157,Pictilisib,PI3K (class 1),PI3K/MTOR signaling,-1.153188,0.557304
749716,HCC2218,Pictilisib,PI3K (class 1),PI3K/MTOR signaling,2.177191,0.939894
749717,HCC38,Pictilisib,PI3K (class 1),PI3K/MTOR signaling,2.610741,0.8835839999999999
905945,T47D,Pictilisib,PI3K (class 1),PI3K/MTOR signaling,0.287315,0.710407
905946,MCF7,Pictilisib,PI3K (class 1),PI3K/MTOR signaling,-0.394321,0.62886
905951,BT-549,Pictilisib,PI3K (class 1),PI3K/MTOR signaling,1.351051,0.784678
905957,Hs-578-T,Pictilisib,PI3K (class 1),PI3K/MTOR signaling,-0.4066579999999999,0.632427
905960,MDA-MB-231,Pictilisib,PI3K (class 1),PI3K/MTOR signaling,2.0369859999999997,0.8689779999999999
906801,BT-20,Pictilisib,PI3K (class 1),PI3K/MTOR signaling,0.5140319999999999,0.750489
906812,COLO-824,Pictilisib,PI3K (class 1),PI3K/MTOR signaling,1.046828,0.783777
906826,CAL-120,Pictilisib,PI3K (class 1),PI3K/MTOR signaling,1.755382,0.778131
906844,DU-4475,Pictilisib,PI3K (class 1),PI3K/MTOR signaling,2.1378459999999997,0.919366
906851,EFM-19,Pictilisib,PI3K (class 1),PI3K/MTOR signaling,-0.298636,0.642751
906862,EVSA-T,Pictilisib,PI3K (class 1),PI3K/MTOR signaling,-0.5826239999999999,0.6264179999999999
907045,HCC1419,Pictilisib,PI3K (class 1),PI3K/MTOR signaling,1.932421,0.871393
907046,HCC1569,Pictilisib,PI3K (class 1),PI3K/MTOR signaling,0.506786,0.794304
907048,HCC70,Pictilisib,PI3K (class 1),PI3K/MTOR signaling,0.352151,0.7261449999999999
908120,MDA-MB-175-VII,Pictilisib,PI3K (class 1),PI3K/MTOR signaling,0.056068,0.6480349999999999
908121,MDA-MB-361,Pictilisib,PI3K (class 1),PI3K/MTOR signaling,-0.670898,0.611503
908122,MDA-MB-453,Pictilisib,PI3K (class 1),PI3K/MTOR signaling,-0.5429849999999999,0.621889
908123,MDA-MB-468,Pictilisib,PI3K (class 1),PI3K/MTOR signaling,1.300054,0.804785
908151,MRK-nu-1,Pictilisib,PI3K (class 1),PI3K/MTOR signaling,1.67511,0.8718619999999999
909256,OCUB-M,Pictilisib,PI3K (class 1),PI3K/MTOR signaling,-0.370348,0.648979
909778,UACC-893,Pictilisib,PI3K (class 1),PI3K/MTOR signaling,-0.5803969999999999,0.68011
909907,ZR-75-30,Pictilisib,PI3K (class 1),PI3K/MTOR signaling,2.641197,0.8551719999999999
910704,AU565,Pictilisib,PI3K (class 1),PI3K/MTOR signaling,0.1999429999999999,0.708994
910852,CAL-85-1,Pictilisib,PI3K (class 1),PI3K/MTOR signaling,1.1933859999999998,0.795642
910910,UACC-812,Pictilisib,PI3K (class 1),PI3K/MTOR signaling,0.259686,0.6962419999999999
910927,CAL-51,Pictilisib,PI3K (class 1),PI3K/MTOR signaling,0.943466,0.772571
910948,MFM-223,Pictilisib,PI3K (class 1),PI3K/MTOR signaling,1.375584,0.7748929999999999
924106,CAL-148,Pictilisib,PI3K (class 1),PI3K/MTOR signaling,-0.25714,0.6589929999999999
924240,MDA-MB-415,Pictilisib,PI3K (class 1),PI3K/MTOR signaling,-0.2888719999999999,0.657925
925338,MDA-MB-157,Pictilisib,PI3K (class 1),PI3K/MTOR signaling,2.585588,0.901599
946359,BT-474,Pictilisib,PI3K (class 1),PI3K/MTOR signaling,1.231314,0.771768
946382,CAMA-1,Pictilisib,PI3K (class 1),PI3K/MTOR signaling,0.470671,0.736968
949093,BT-483,Pictilisib,PI3K (class 1),PI3K/MTOR signaling,3.854842,0.87284
1240172,MDA-MB-436,Pictilisib,PI3K (class 1),PI3K/MTOR signaling,1.958278,0.8409949999999999
1290798,EFM-192A,Pictilisib,PI3K (class 1),PI3K/MTOR signaling,0.904159,0.766748
1290905,HCC1428,Pictilisib,PI3K (class 1),PI3K/MTOR signaling,6.62024,0.977275
1290906,HCC202,Pictilisib,PI3K (class 1),PI3K/MTOR signaling,0.582658,0.827278
1290922,HDQ-P1,Pictilisib,PI3K (class 1),PI3K/MTOR signaling,-1.077155,0.5604319999999999
1298157,JIMT-1,Pictilisib,PI3K (class 1),PI3K/MTOR signaling,0.867548,0.7758349999999999
1303900,HCC1500,Pictilisib,PI3K (class 1),PI3K/MTOR signaling,3.437194,0.952379
1303911,YMB-1-E,Pictilisib,PI3K (class 1),PI3K/MTOR signaling,0.177388,0.754224
1330941,MDA-MB-330,Pictilisib,PI3K (class 1),PI3K/MTOR signaling,0.5844579999999999,0.7775949999999999
749709,HCC1954,Sorafenib,"PDGFR, KIT, VEGFR, RAF","Other, kinases",2.3938319999999997,0.8904289999999999
749710,HCC1143,Sorafenib,"PDGFR, KIT, VEGFR, RAF","Other, kinases",4.505019,0.952101
749711,HCC1187,Sorafenib,"PDGFR, KIT, VEGFR, RAF","Other, kinases",2.294081,0.8839049999999999
749712,HCC1395,Sorafenib,"PDGFR, KIT, VEGFR, RAF","Other, kinases",2.464796,0.86901
749713,HCC1599,Sorafenib,"PDGFR, KIT, VEGFR, RAF","Other, kinases",2.685021,0.8694179999999999
749714,HCC1937,Sorafenib,"PDGFR, KIT, VEGFR, RAF","Other, kinases",4.041005,0.934144
749715,HCC2157,Sorafenib,"PDGFR, KIT, VEGFR, RAF","Other, kinases",1.143699,0.793569
749716,HCC2218,Sorafenib,"PDGFR, KIT, VEGFR, RAF","Other, kinases",0.872223,0.758568
749717,HCC38,Sorafenib,"PDGFR, KIT, VEGFR, RAF","Other, kinases",5.271675,0.97017
905945,T47D,Sorafenib,"PDGFR, KIT, VEGFR, RAF","Other, kinases",3.489782,0.932544
905946,MCF7,Sorafenib,"PDGFR, KIT, VEGFR, RAF","Other, kinases",1.827619,0.805229
905951,BT-549,Sorafenib,"PDGFR, KIT, VEGFR, RAF","Other, kinases",2.888781,0.871722
905957,Hs-578-T,Sorafenib,"PDGFR, KIT, VEGFR, RAF","Other, kinases",2.241187,0.8493759999999999
905960,MDA-MB-231,Sorafenib,"PDGFR, KIT, VEGFR, RAF","Other, kinases",1.988069,0.848304
906801,BT-20,Sorafenib,"PDGFR, KIT, VEGFR, RAF","Other, kinases",2.1448769999999997,0.884111
906812,COLO-824,Sorafenib,"PDGFR, KIT, VEGFR, RAF","Other, kinases",2.822249,0.899273
906826,CAL-120,Sorafenib,"PDGFR, KIT, VEGFR, RAF","Other, kinases",3.188822,0.845911
906844,DU-4475,Sorafenib,"PDGFR, KIT, VEGFR, RAF","Other, kinases",0.918608,0.782327
906851,EFM-19,Sorafenib,"PDGFR, KIT, VEGFR, RAF","Other, kinases",2.6756059999999997,0.8758659999999999
906862,EVSA-T,Sorafenib,"PDGFR, KIT, VEGFR, RAF","Other, kinases",1.384056,0.819788
907045,HCC1419,Sorafenib,"PDGFR, KIT, VEGFR, RAF","Other, kinases",1.968601,0.8577089999999999
907046,HCC1569,Sorafenib,"PDGFR, KIT, VEGFR, RAF","Other, kinases",2.523297,0.8820509999999999
907048,HCC70,Sorafenib,"PDGFR, KIT, VEGFR, RAF","Other, kinases",3.035923,0.927086
908120,MDA-MB-175-VII,Sorafenib,"PDGFR, KIT, VEGFR, RAF","Other, kinases",2.020258,0.7729509999999999
908121,MDA-MB-361,Sorafenib,"PDGFR, KIT, VEGFR, RAF","Other, kinases",2.340209,0.883666
908122,MDA-MB-453,Sorafenib,"PDGFR, KIT, VEGFR, RAF","Other, kinases",1.833181,0.8299259999999999
908123,MDA-MB-468,Sorafenib,"PDGFR, KIT, VEGFR, RAF","Other, kinases",1.53632,0.802187
908151,MRK-nu-1,Sorafenib,"PDGFR, KIT, VEGFR, RAF","Other, kinases",1.202273,0.80618
909256,OCUB-M,Sorafenib,"PDGFR, KIT, VEGFR, RAF","Other, kinases",0.92009,0.7621669999999999
909778,UACC-893,Sorafenib,"PDGFR, KIT, VEGFR, RAF","Other, kinases",1.497169,0.8000659999999999
909907,ZR-75-30,Sorafenib,"PDGFR, KIT, VEGFR, RAF","Other, kinases",2.079999,0.8004979999999999
910704,AU565,Sorafenib,"PDGFR, KIT, VEGFR, RAF","Other, kinases",3.0794669999999997,0.927605
910852,CAL-85-1,Sorafenib,"PDGFR, KIT, VEGFR, RAF","Other, kinases",3.120101,0.91396
910910,UACC-812,Sorafenib,"PDGFR, KIT, VEGFR, RAF","Other, kinases",2.107243,0.8307019999999999
910927,CAL-51,Sorafenib,"PDGFR, KIT, VEGFR, RAF","Other, kinases",1.174138,0.7673209999999999
910948,MFM-223,Sorafenib,"PDGFR, KIT, VEGFR, RAF","Other, kinases",1.850975,0.7873939999999999
924106,CAL-148,Sorafenib,"PDGFR, KIT, VEGFR, RAF","Other, kinases",1.5941029999999998,0.8235359999999999
924240,MDA-MB-415,Sorafenib,"PDGFR, KIT, VEGFR, RAF","Other, kinases",2.497266,0.902626
925338,MDA-MB-157,Sorafenib,"PDGFR, KIT, VEGFR, RAF","Other, kinases",2.638171,0.892295
946359,BT-474,Sorafenib,"PDGFR, KIT, VEGFR, RAF","Other, kinases",1.675601,0.782855
946382,CAMA-1,Sorafenib,"PDGFR, KIT, VEGFR, RAF","Other, kinases",1.899276,0.848282
949093,BT-483,Sorafenib,"PDGFR, KIT, VEGFR, RAF","Other, kinases",4.471246,0.885465
1240172,MDA-MB-436,Sorafenib,"PDGFR, KIT, VEGFR, RAF","Other, kinases",2.71827,0.8743609999999999
1290798,EFM-192A,Sorafenib,"PDGFR, KIT, VEGFR, RAF","Other, kinases",2.941011,0.9005259999999999
1290905,HCC1428,Sorafenib,"PDGFR, KIT, VEGFR, RAF","Other, kinases",2.964883,0.8600209999999999
1290922,HDQ-P1,Sorafenib,"PDGFR, KIT, VEGFR, RAF","Other, kinases",2.962059,0.897991
1298157,JIMT-1,Sorafenib,"PDGFR, KIT, VEGFR, RAF","Other, kinases",2.254886,0.8746729999999999
1303900,HCC1500,Sorafenib,"PDGFR, KIT, VEGFR, RAF","Other, kinases",1.907023,0.8530019999999999
1303911,YMB-1-E,Sorafenib,"PDGFR, KIT, VEGFR, RAF","Other, kinases",2.770478,0.888042
1330941,MDA-MB-330,Sorafenib,"PDGFR, KIT, VEGFR, RAF","Other, kinases",3.0211509999999997,0.885386
749709,HCC1954,Erlotinib,EGFR,EGFR signaling,2.491506,0.967493
749710,HCC1143,Erlotinib,EGFR,EGFR signaling,2.064847,0.923362
749711,HCC1187,Erlotinib,EGFR,EGFR signaling,2.657153,0.971781
749712,HCC1395,Erlotinib,EGFR,EGFR signaling,3.442586,0.971527
749713,HCC1599,Erlotinib,EGFR,EGFR signaling,5.094605,0.963959
749714,HCC1937,Erlotinib,EGFR,EGFR signaling,2.373613,0.931824
749715,HCC2157,Erlotinib,EGFR,EGFR signaling,2.095456,0.968568
749716,HCC2218,Erlotinib,EGFR,EGFR signaling,2.7105669999999997,0.919569
749717,HCC38,Erlotinib,EGFR,EGFR signaling,4.9493529999999994,0.986514
905945,T47D,Erlotinib,EGFR,EGFR signaling,2.70857,0.96039
905946,MCF7,Erlotinib,EGFR,EGFR signaling,4.55997,0.979533
905951,BT-549,Erlotinib,EGFR,EGFR signaling,4.939528,0.980949
905957,Hs-578-T,Erlotinib,EGFR,EGFR signaling,3.995964,0.978271
905960,MDA-MB-231,Erlotinib,EGFR,EGFR signaling,3.588327,0.981409
906801,BT-20,Erlotinib,EGFR,EGFR signaling,3.1398599999999997,0.986205
906812,COLO-824,Erlotinib,EGFR,EGFR signaling,2.036334,0.938584
906826,CAL-120,Erlotinib,EGFR,EGFR signaling,4.841506,0.956716
906844,DU-4475,Erlotinib,EGFR,EGFR signaling,1.890835,0.97744
906851,EFM-19,Erlotinib,EGFR,EGFR signaling,4.434248,0.982523
906862,EVSA-T,Erlotinib,EGFR,EGFR signaling,2.068698,0.967766
907045,HCC1419,Erlotinib,EGFR,EGFR signaling,2.578718,0.969213
907046,HCC1569,Erlotinib,EGFR,EGFR signaling,3.737608,0.943095
907048,HCC70,Erlotinib,EGFR,EGFR signaling,2.853258,0.974689
908120,MDA-MB-175-VII,Erlotinib,EGFR,EGFR signaling,0.171702,0.755192
908121,MDA-MB-361,Erlotinib,EGFR,EGFR signaling,2.470764,0.964858
908122,MDA-MB-453,Erlotinib,EGFR,EGFR signaling,3.225824,0.972381
908123,MDA-MB-468,Erlotinib,EGFR,EGFR signaling,1.94229,0.933432
908151,MRK-nu-1,Erlotinib,EGFR,EGFR signaling,2.903984,0.988342
909256,OCUB-M,Erlotinib,EGFR,EGFR signaling,3.1788209999999997,0.984435
909778,UACC-893,Erlotinib,EGFR,EGFR signaling,1.952999,0.8387
909907,ZR-75-30,Erlotinib,EGFR,EGFR signaling,5.600008,0.980124
910704,AU565,Erlotinib,EGFR,EGFR signaling,1.94858,0.948071
910852,CAL-85-1,Erlotinib,EGFR,EGFR signaling,4.086183999999999,0.984092
910910,UACC-812,Erlotinib,EGFR,EGFR signaling,5.6071279999999994,0.990311
910927,CAL-51,Erlotinib,EGFR,EGFR signaling,2.809589,0.961232
910948,MFM-223,Erlotinib,EGFR,EGFR signaling,4.280278,0.964297
924106,CAL-148,Erlotinib,EGFR,EGFR signaling,2.743068,0.971934
924240,MDA-MB-415,Erlotinib,EGFR,EGFR signaling,3.2918879999999997,0.985241
925338,MDA-MB-157,Erlotinib,EGFR,EGFR signaling,3.859804,0.983845
946359,BT-474,Erlotinib,EGFR,EGFR signaling,3.068686,0.94352
946382,CAMA-1,Erlotinib,EGFR,EGFR signaling,4.065659,0.989564
949093,BT-483,Erlotinib,EGFR,EGFR signaling,6.196019,0.966022
1240172,MDA-MB-436,Erlotinib,EGFR,EGFR signaling,4.473786,0.981215
1290798,EFM-192A,Erlotinib,EGFR,EGFR signaling,2.3355479999999997,0.944791
1290905,HCC1428,Erlotinib,EGFR,EGFR signaling,5.093337,0.975501
1290922,HDQ-P1,Erlotinib,EGFR,EGFR signaling,0.404252,0.834387
1298157,JIMT-1,Erlotinib,EGFR,EGFR signaling,3.391103,0.981479
1303900,HCC1500,Erlotinib,EGFR,EGFR signaling,3.2070589999999997,0.98152
1303911,YMB-1-E,Erlotinib,EGFR,EGFR signaling,6.089575,0.985678
1330941,MDA-MB-330,Erlotinib,EGFR,EGFR signaling,2.4641699999999997,0.850978
749709,HCC1954,Sapitinib,"EGFR, ERBB2, ERBB3",EGFR signaling,2.5286489999999997,0.908444
749710,HCC1143,Sapitinib,"EGFR, ERBB2, ERBB3",EGFR signaling,2.116509,0.848013
749711,HCC1187,Sapitinib,"EGFR, ERBB2, ERBB3",EGFR signaling,4.5124,0.978972
749712,HCC1395,Sapitinib,"EGFR, ERBB2, ERBB3",EGFR signaling,4.1948609999999995,0.9554
749713,HCC1599,Sapitinib,"EGFR, ERBB2, ERBB3",EGFR signaling,3.3046759999999997,0.933298
749714,HCC1937,Sapitinib,"EGFR, ERBB2, ERBB3",EGFR signaling,3.251922,0.908926
749715,HCC2157,Sapitinib,"EGFR, ERBB2, ERBB3",EGFR signaling,1.395223,0.837098
749716,HCC2218,Sapitinib,"EGFR, ERBB2, ERBB3",EGFR signaling,1.047698,0.8476629999999999
749717,HCC38,Sapitinib,"EGFR, ERBB2, ERBB3",EGFR signaling,3.966163,0.941419
905945,T47D,Sapitinib,"EGFR, ERBB2, ERBB3",EGFR signaling,3.4058599999999997,0.935212
905946,MCF7,Sapitinib,"EGFR, ERBB2, ERBB3",EGFR signaling,5.798639,0.976834
905951,BT-549,Sapitinib,"EGFR, ERBB2, ERBB3",EGFR signaling,5.700581,0.97208
905957,Hs-578-T,Sapitinib,"EGFR, ERBB2, ERBB3",EGFR signaling,4.3638449999999995,0.957078
905960,MDA-MB-231,Sapitinib,"EGFR, ERBB2, ERBB3",EGFR signaling,4.2951749999999995,0.967549
906801,BT-20,Sapitinib,"EGFR, ERBB2, ERBB3",EGFR signaling,2.30645,0.905516
906812,COLO-824,Sapitinib,"EGFR, ERBB2, ERBB3",EGFR signaling,4.287281999999999,0.963235
906826,CAL-120,Sapitinib,"EGFR, ERBB2, ERBB3",EGFR signaling,7.0091399999999995,0.968642
906844,DU-4475,Sapitinib,"EGFR, ERBB2, ERBB3",EGFR signaling,3.486309,0.979229
906851,EFM-19,Sapitinib,"EGFR, ERBB2, ERBB3",EGFR signaling,3.725874,0.935246
906862,EVSA-T,Sapitinib,"EGFR, ERBB2, ERBB3",EGFR signaling,3.471816,0.964888
907045,HCC1419,Sapitinib,"EGFR, ERBB2, ERBB3",EGFR signaling,1.648153,0.8451179999999999
907046,HCC1569,Sapitinib,"EGFR, ERBB2, ERBB3",EGFR signaling,2.7995,0.933704
907048,HCC70,Sapitinib,"EGFR, ERBB2, ERBB3",EGFR signaling,4.558102,0.978704
908120,MDA-MB-175-VII,Sapitinib,"EGFR, ERBB2, ERBB3",EGFR signaling,-1.858388,0.468186
908121,MDA-MB-361,Sapitinib,"EGFR, ERBB2, ERBB3",EGFR signaling,1.63835,0.842264
908122,MDA-MB-453,Sapitinib,"EGFR, ERBB2, ERBB3",EGFR signaling,2.585845,0.895474
908123,MDA-MB-468,Sapitinib,"EGFR, ERBB2, ERBB3",EGFR signaling,1.142936,0.785293
908151,MRK-nu-1,Sapitinib,"EGFR, ERBB2, ERBB3",EGFR signaling,4.3089249999999995,0.986953
909256,OCUB-M,Sapitinib,"EGFR, ERBB2, ERBB3",EGFR signaling,1.043044,0.795725
909778,UACC-893,Sapitinib,"EGFR, ERBB2, ERBB3",EGFR signaling,0.057467,0.725806
909907,ZR-75-30,Sapitinib,"EGFR, ERBB2, ERBB3",EGFR signaling,1.175269,0.7498309999999999
910704,AU565,Sapitinib,"EGFR, ERBB2, ERBB3",EGFR signaling,0.452636,0.728242
910852,CAL-85-1,Sapitinib,"EGFR, ERBB2, ERBB3",EGFR signaling,2.7840719999999997,0.904722
910910,UACC-812,Sapitinib,"EGFR, ERBB2, ERBB3",EGFR signaling,1.293052,0.7833749999999999
910927,CAL-51,Sapitinib,"EGFR, ERBB2, ERBB3",EGFR signaling,4.063065,0.955603
910948,MFM-223,Sapitinib,"EGFR, ERBB2, ERBB3",EGFR signaling,5.933513,0.968088
924106,CAL-148,Sapitinib,"EGFR, ERBB2, ERBB3",EGFR signaling,4.488803,0.977105
924240,MDA-MB-415,Sapitinib,"EGFR, ERBB2, ERBB3",EGFR signaling,3.957429,0.970428
925338,MDA-MB-157,Sapitinib,"EGFR, ERBB2, ERBB3",EGFR signaling,3.386132,0.937811
946359,BT-474,Sapitinib,"EGFR, ERBB2, ERBB3",EGFR signaling,0.8809469999999999,0.736041
946382,CAMA-1,Sapitinib,"EGFR, ERBB2, ERBB3",EGFR signaling,4.3937029999999995,0.974106
949093,BT-483,Sapitinib,"EGFR, ERBB2, ERBB3",EGFR signaling,5.894678,0.935813
1240172,MDA-MB-436,Sapitinib,"EGFR, ERBB2, ERBB3",EGFR signaling,5.068497,0.968373
1290798,EFM-192A,Sapitinib,"EGFR, ERBB2, ERBB3",EGFR signaling,1.404855,0.8050339999999999
1290905,HCC1428,Sapitinib,"EGFR, ERBB2, ERBB3",EGFR signaling,6.062396,0.969115
1290922,HDQ-P1,Sapitinib,"EGFR, ERBB2, ERBB3",EGFR signaling,0.1484059999999999,0.6828139999999999
1298157,JIMT-1,Sapitinib,"EGFR, ERBB2, ERBB3",EGFR signaling,2.342411,0.891542
1303900,HCC1500,Sapitinib,"EGFR, ERBB2, ERBB3",EGFR signaling,5.423272,0.989782
1303911,YMB-1-E,Sapitinib,"EGFR, ERBB2, ERBB3",EGFR signaling,4.920612,0.980325
1330941,MDA-MB-330,Sapitinib,"EGFR, ERBB2, ERBB3",EGFR signaling,1.216562,0.8112499999999999
749709,HCC1954,Uprosertib,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,2.3016609999999997,0.883942
749710,HCC1143,Uprosertib,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,4.314613,0.94656
749711,HCC1187,Uprosertib,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,5.2256409999999995,0.987117
749712,HCC1395,Uprosertib,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,1.863164,0.824301
749713,HCC1599,Uprosertib,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,1.944021,0.8175089999999999
749714,HCC1937,Uprosertib,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,2.604057,0.8634919999999999
749715,HCC2157,Uprosertib,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,-0.11115,0.639922
749716,HCC2218,Uprosertib,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,2.905316,0.930611
749717,HCC38,Uprosertib,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,4.107722,0.940793
905945,T47D,Uprosertib,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,2.874958,0.902343
905946,MCF7,Uprosertib,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,1.67171,0.79252
905951,BT-549,Uprosertib,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,3.05956,0.8813599999999999
905957,Hs-578-T,Uprosertib,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,0.845379,0.7270679999999999
905960,MDA-MB-231,Uprosertib,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,3.416105,0.935116
906801,BT-20,Uprosertib,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,0.627528,0.731784
906812,COLO-824,Uprosertib,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,1.78419,0.8253229999999999
906826,CAL-120,Uprosertib,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,6.2177109999999995,0.95241
906844,DU-4475,Uprosertib,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,2.423129,0.929582
906851,EFM-19,Uprosertib,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,1.558382,0.7922629999999999
906862,EVSA-T,Uprosertib,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,-1.022622,0.519061
907045,HCC1419,Uprosertib,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,2.129308,0.870475
907046,HCC1569,Uprosertib,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,-0.3034449999999999,0.605657
907048,HCC70,Uprosertib,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,0.603772,0.720725
908120,MDA-MB-175-VII,Uprosertib,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,0.3712669999999999,0.64151
908121,MDA-MB-361,Uprosertib,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,-0.468225,0.58929
908122,MDA-MB-453,Uprosertib,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,-0.459592,0.586536
908123,MDA-MB-468,Uprosertib,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,3.657801,0.937887
908151,MRK-nu-1,Uprosertib,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,2.56654,0.925418
909256,OCUB-M,Uprosertib,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,-2.116284,0.3749019999999999
909778,UACC-893,Uprosertib,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,-0.593758,0.5700689999999999
909907,ZR-75-30,Uprosertib,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,3.917551,0.904619
910704,AU565,Uprosertib,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,1.729074,0.8347979999999999
